dataset	phage_id	k_only_rank	o_only_rank	merged_rank	k_hit@1	o_hit@1	merged_hit@1	or_hit@1
PBIP	PHKP9828_A1	1	1	1	1	1	1	1
PBIP	PHKP9850_C1	1	1	1	1	1	1	1
PBIP	PHKP9947-AB1	1	1	1	1	1	1	1
PBIP	PHKP9947-AS1	1	1	1	1	1	1	1
PBIP	PHKP9947-B1	1	1	1	1	1	1	1
PhageHostLearn	A1a	66	52	66	0	0	0	0
PhageHostLearn	A1b	1	56	1	1	0	1	1
PhageHostLearn	A1c	1	1	1	1	1	1	1
PhageHostLearn	A1d	50	113	117	0	0	0	0
PhageHostLearn	A1g	106	17	29	0	0	0	0
PhageHostLearn	A1h	1	1	1	1	1	1	1
PhageHostLearn	A1i	78	81	107	0	0	0	0
PhageHostLearn	A1j	77	71	90	0	0	0	0
PhageHostLearn	A1k	26	1	2	0	1	0	1
PhageHostLearn	A1l	126	1	3	0	1	0	1
PhageHostLearn	A1m	23	1	3	0	1	0	1
PhageHostLearn	A1n	128	1	2	0	1	0	1
PhageHostLearn	A1o	21	1	3	0	1	0	1
PhageHostLearn	A1p	128	1	2	0	1	0	1
PhageHostLearn	A1q	26	1	4	0	1	0	1
PhageHostLearn	A1r	21	1	3	0	1	0	1
PhageHostLearn	A2a	118	58	76	0	0	0	0
PhageHostLearn	A2a_b	125	68	84	0	0	0	0
PhageHostLearn	A2b	102	85	98	0	0	0	0
PhageHostLearn	A3b	30	72	79	0	0	0	0
PhageHostLearn	A3c	76	11	29	0	0	0	0
PhageHostLearn	A3d	61	58	67	0	0	0	0
PhageHostLearn	D7a	40	102	66	0	0	0	0
PhageHostLearn	D7b	1	6	1	1	0	1	1
PhageHostLearn	K10PH82C1	37	1	9	0	1	0	1
PhageHostLearn	K11PH164C1	10	4	7	0	0	0	0
PhageHostLearn	K12P1_1	29	14	21	0	0	0	0
PhageHostLearn	K13PH07C1L	17	22	30	0	0	0	0
PhageHostLearn	K13PH07C1S	17	22	30	0	0	0	0
PhageHostLearn	K14PH164C1	20	11	15	0	0	0	0
PhageHostLearn	K15PH90		1	1	0	1	1	1
PhageHostLearn	K16PH164C3	46	17	29	0	0	0	0
PhageHostLearn	K17alfa61	30	8	16	0	0	0	0
PhageHostLearn	K17alfa62	1	3	1	1	0	1	1
PhageHostLearn	K18PH07C1	33	15	22	0	0	0	0
PhageHostLearn	K1PH164C1	1	5	1	1	0	1	1
PhageHostLearn	K2064PH2	11	1	1	0	1	1	1
PhageHostLearn	K2069PH1	8	1	2	0	1	0	1
PhageHostLearn	K21lambda1				0	0	0	0
PhageHostLearn	K23PH08C2	1	46	1	1	0	1	1
PhageHostLearn	K25PH129C1	1	27	1	1	0	1	1
PhageHostLearn	K27PH129C1				0	0	0	0
PhageHostLearn	K28PH129				0	0	0	0
PhageHostLearn	K29PH164C1	1	6	1	1	0	1	1
PhageHostLearn	K2PH164C1	4	58	25	0	0	0	0
PhageHostLearn	K2PH164C2	5	1	1	0	1	1	1
PhageHostLearn	K2alfa62	2	1	2	0	1	0	1
PhageHostLearn	K30lambda2	1	2	1	1	0	1	1
PhageHostLearn	K32PH164C1	53	24	39	0	0	0	0
PhageHostLearn	K33PH14C2	42	1	2	0	1	0	1
PhageHostLearn	K34PH164	2	5	6	0	0	0	0
PhageHostLearn	K35PH164C3	3	18	5	0	0	0	0
PhageHostLearn	K39PH122C2	18	23	27	0	0	0	0
PhageHostLearn	K40PH129C1				0	0	0	0
PhageHostLearn	K43PH164C1	1	5	1	1	0	1	1
PhageHostLearn	K45PH128C2	46	14	22	0	0	0	0
PhageHostLearn	K46PH129	27	29	35	0	0	0	0
PhageHostLearn	K48PH164C1				0	0	0	0
PhageHostLearn	K49PH164C2	15	22	26	0	0	0	0
PhageHostLearn	K50PH164C1	12	1	1	0	1	1	1
PhageHostLearn	K51PH129C1	33	5	8	0	0	0	0
PhageHostLearn	K52PH129C1	22	1	1	0	1	1	1
PhageHostLearn	K53PH164C2				0	0	0	0
PhageHostLearn	K54lambda1	1	16	1	1	0	1	1
PhageHostLearn	K54lambda2	1	5	1	1	0	1	1
PhageHostLearn	K56PH164C1		62	62	0	0	0	0
PhageHostLearn	K57lambda1	1	2	2	1	0	0	1
PhageHostLearn	K58PH129C2	48	48	55	0	0	0	0
PhageHostLearn	K60PH164C1	1	7	1	1	0	1	1
PhageHostLearn	K61PH164C1	53	22	26	0	0	0	0
PhageHostLearn	K62PH164C2	2	5	2	0	0	0	0
PhageHostLearn	K63PH128	47	12	18	0	0	0	0
PhageHostLearn	K65PH164	1	2	1	1	0	1	1
PhageHostLearn	K66PH128C1		36	45	0	0	0	0
PhageHostLearn	K69PH164C2	22	1	2	0	1	0	1
PhageHostLearn	K6PH25C3	17	30	32	0	0	0	0
PhageHostLearn	K71PH129C1	28	41	49	0	0	0	0
PhageHostLearn	K72PH164C2				0	0	0	0
PhageHostLearn	K74PH129C2	1	1	1	1	1	1	1
PhageHostLearn	K7PH164C4	1	2	1	1	0	1	1
PhageHostLearn	K82P1	43	51	56	0	0	0	0
PhageHostLearn	K8PH128	1	9	1	1	0	1	1
PhageHostLearn	K9PH25C2	1	53	1	1	0	1	1
PhageHostLearn	M12a	5	5	5	0	0	0	0
PhageHostLearn	M5a	4	36	4	0	0	0	0
PhageHostLearn	M5b	42	40	58	0	0	0	0
PhageHostLearn	P4a	1	28	1	1	0	1	1
PhageHostLearn	P4b	1	28	1	1	0	1	1
PhageHostLearn	S10a	1	1	1	1	1	1	1
PhageHostLearn	S11a	1	28	1	1	0	1	1
PhageHostLearn	S13a	60	5	7	0	0	0	0
PhageHostLearn	S13b	128	33	62	0	0	0	0
PhageHostLearn	S13d	1	1	1	1	1	1	1
PhageHostLearn	S13f	19	5	8	0	0	0	0
PhageHostLearn	S6a	1	1	1	1	1	1	1
PhageHostLearn	S8a	1	16	7	1	0	0	1
PhageHostLearn	S8b	4	1	4	0	1	0	1
PhageHostLearn	S8c	6	1	6	0	1	0	1
PhageHostLearn	S9a	1	1	1	1	1	1	1
